"Date","RiverDischarge","Precipitation"
1940-08-28,5.65,2.6
1940-08-29,5.48,0
1940-08-30,5.16,0
1940-08-31,5.16,0
1941-06-01,4.2,0
1941-06-02,22.6,0.9
1941-06-03,18.8,0
1941-06-04,21.3,0.1
1941-06-05,17.4,14.8
1941-06-06,17.1,1.9
1941-06-07,29.7,5.5
1941-06-08,28.6,0
1941-06-09,28.9,13.2
1941-06-10,25,8.6
1941-06-11,30,2.1
1941-06-12,40.3,29
1941-06-13,36.3,0.3
1941-06-14,58.7,0
1941-06-15,51.4,0
1941-06-16,26.4,0
1941-06-17,18.1,0
1941-06-18,14.2,0
1941-06-19,12.8,0
1941-06-20,11.2,0
1941-06-21,9.51,0
1941-06-22,8.11,0
1941-06-23,7.54,0
1941-06-24,9.72,0
1941-06-25,8.5,6.1
1941-06-26,8.11,23
1941-06-27,12.5,3.8
1941-06-28,27.7,0
1941-06-29,17.9,0
1941-06-30,10,0
1941-07-01,10,0
1941-07-02,8.17,0
1941-07-03,7.45,0
1941-07-04,7.11,0
1941-07-05,6.77,0
1941-07-06,6.12,0
1941-07-07,5.48,0
1941-07-08,6.44,0
1941-07-09,6.44,0
1941-07-10,6.44,2.4
1941-07-11,7.11,6
1941-07-12,6.6,0
1941-07-13,5.64,15.4
1941-07-14,5.33,0
1941-07-15,6.28,5
1941-07-16,6.12,1.1
1941-07-17,6.28,0
1941-07-18,7.28,0
1941-07-19,7.11,0
1941-07-20,5.8,0.8
1941-07-21,4.58,0
1941-07-22,6.12,0
1941-07-23,6.12,0
1941-07-24,6.12,0
1941-07-25,6.12,0
1941-07-26,6.12,0
1941-07-27,4.87,0
1941-07-28,4.44,0.3
1941-07-29,5.8,3.8
1941-07-30,5.8,3.8
1941-07-31,6.6,4.3
1941-08-01,8.72,0
1941-08-02,9.09,0
1941-08-03,5.96,5.9
1941-08-04,4.87,2.5
1941-08-05,6.12,9.7
1941-08-06,6.12,0.2
1941-08-07,14.4,2.5
1941-08-08,10.8,12.7
1941-08-09,12.2,6.1
1941-08-10,15.5,0
1941-08-11,18.7,0
1941-08-12,9.64,1.4
1941-08-13,8.36,0
1941-08-14,11.6,0
1941-08-15,10.4,1.5
1941-08-16,7.63,16.7
1941-08-17,6.44,0.1
1941-08-18,27.7,7.2
1941-08-19,14.8,0.1
1941-08-20,9.27,1.8
1941-08-21,8.9,1.2
1941-08-22,8.17,0
1941-08-23,7.45,0.2
1941-08-24,5.96,0.2
1941-08-25,5.17,0
1941-08-26,6.44,13.5
1941-08-27,6.77,0
1941-08-28,10.4,0
1941-08-29,9.09,3.6
1941-08-30,7.45,2.2
1941-08-31,6.12,0
1942-06-01,7.8,0
1942-06-02,10.4,0
1942-06-03,8.9,0
1942-06-04,6.6,0
1942-06-05,5.8,0
1942-06-06,5.64,0
1942-06-07,5.02,4.3
1942-06-08,4.58,20.9
1942-06-09,5.17,4.6
1942-06-10,4.87,28.6
1942-06-11,4.87,43.3
1942-06-12,5.96,12.5
1942-06-13,32.4,0.3
1942-06-14,32.5,4.9
1942-06-15,19.9,2.6
1942-06-16,17.4,3.5
1942-06-17,20.9,0
1942-06-18,16.5,0
1942-06-19,10.8,0
1942-06-20,8.54,0
1942-06-21,7.11,0
1942-06-22,6.6,0
1942-06-23,6.44,0
1942-06-24,5.8,1
1942-06-25,5.32,0.5
1942-06-26,5.17,0
1942-06-27,4.87,0
1942-06-28,4.58,0
1942-06-29,4.58,0
1942-06-30,4.87,0
1942-07-01,4.58,2.5
1942-07-02,4.16,12.1
1942-07-03,4.87,0.2
1942-07-04,5.17,0
1942-07-05,4.87,1.8
1942-07-06,4.44,0
1942-07-07,4.58,0.1
1942-07-08,5.48,0
1942-07-09,4.44,0.6
1942-07-10,4.3,10
1942-07-11,3.74,0.1
1942-07-12,8.54,0
1942-07-13,5.96,0
1942-07-14,5.64,8.3
1942-07-15,5.17,4.1
1942-07-16,5.48,0
1942-07-17,5.32,2.8
1942-07-18,5.17,0
1942-07-19,6.6,5.7
1942-07-20,6.44,7.5
1942-07-21,18.2,1.3
1942-07-22,18.2,0.6
1942-07-23,9.64,0
1942-07-24,7.8,0
1942-07-25,7.11,1.1
1942-07-26,6.44,0.2
1942-07-27,5.8,0
1942-07-28,6.44,0
1942-07-29,5.96,0
1942-07-30,5.32,0
1942-07-31,5.02,0
1942-08-01,5.8,6.9
1942-08-02,5.17,7.7
1942-08-03,4.3,15.8
1942-08-04,4.72,1.9
1942-08-05,4.72,1
1942-08-06,5.17,0
1942-08-07,4.58,0
1942-08-08,4.87,0
1942-08-09,4.3,0.1
1942-08-10,3.74,0
1942-08-11,4.72,0
1942-08-12,5.17,0
1942-08-13,5.02,0
1942-08-14,4.87,0
1942-08-15,5.17,0
1942-08-16,4.87,0
1942-08-17,4.02,0
1942-08-18,5.02,0
1942-08-19,4.87,0
1942-08-20,5.48,6.8
1942-08-21,5.32,0
1942-08-22,5.02,0
1942-08-23,5.02,0.4
1942-08-24,3.74,0
1942-08-25,4.44,0
1942-08-26,4.3,0
1942-08-27,4.87,0
1942-08-28,5.02,0
1942-08-29,4.87,12.4
1942-08-30,4.02,0
1942-08-31,3.04,26.6
1943-06-01,4.16,7.3
1943-06-02,8.54,4.3
1943-06-03,11.4,4.6
1943-06-04,8.72,6.1
1943-06-05,36.7,0
1943-06-06,25.7,3.4
1943-06-07,12.7,0
1943-06-08,11,9.4
1943-06-09,10,0.9
1943-06-10,8.9,0
1943-06-11,8.54,0
1943-06-12,7.98,0
1943-06-13,6.44,0
1943-06-14,5.48,9.6
1943-06-15,6.44,4
1943-06-16,10.4,11.1
1943-06-17,13.3,8.2
1943-06-18,33.1,0
1943-06-19,36.4,0
1943-06-20,15.7,0
1943-06-21,9.08,0
1943-06-22,8.54,0
1943-06-23,8.36,0
1943-06-24,7.45,0
1943-06-25,6.44,0
1943-06-26,6.12,0
1943-06-27,5.02,0
1943-06-28,4.3,0
1943-06-29,5.48,0
1943-06-30,5.96,0
1943-07-01,5.96,0
1943-07-02,5.8,0
1943-07-03,5.48,0
1943-07-04,4.44,0
1943-07-05,3.74,0.9
1943-07-06,5.32,7.3
1943-07-07,5.48,20.2
1943-07-08,5.17,13.3
1943-07-09,6.28,3
1943-07-10,17,0.4
1943-07-11,8.9,0.1
1943-07-12,8.54,0
1943-07-13,6.77,1
1943-07-14,6.77,0
1943-07-15,7.98,0
1943-07-16,6.44,0.9
1943-07-17,5.8,0
1943-07-18,4.72,0
1943-07-19,4.16,4
1943-07-20,5.17,7
1943-07-21,5.48,3.6
1943-07-22,6.44,6
1943-07-23,7.45,10.9
1943-07-24,11.6,0
1943-07-25,16.5,0
1943-07-26,9.64,0
1943-07-27,10.8,0.2
1943-07-28,9.82,0
1943-07-29,7.8,0
1943-07-30,7.11,0
1943-07-31,6.12,0
1943-08-01,5.48,0
1943-08-02,8.54,0
1943-08-03,6.12,6.9
1943-08-04,6.28,0
1943-08-05,6.12,0.1
1943-08-06,5.8,0
1943-08-07,5.96,0.1
1943-08-08,7.28,0
1943-08-09,6.12,0
1943-08-10,6.12,0
1943-08-11,6.44,7.1
1943-08-12,7.11,0
1943-08-13,6.94,0
1943-08-14,6.28,0
1943-08-15,5.48,0
1943-08-16,4.44,0
1943-08-17,6.12,0
1943-08-18,6.12,0
1943-08-19,6.44,0
1943-08-20,6.28,0
1943-08-21,6.77,0
1943-08-22,5.32,17.8
1943-08-23,4.44,0
1943-08-24,6.77,0
1943-08-25,6.12,0
1943-08-26,6.12,0.9
1943-08-27,6.44,0.2
1943-08-28,6.12,0
1943-08-29,5.48,0
1943-08-30,4.72,0.8
1943-08-31,4.58,0
1944-06-01,4.72,19.5
1944-06-02,6.02,0
1944-06-03,5.95,0
1944-06-04,4.36,0
1944-06-05,4.01,10
1944-06-06,4.98,1.3
1944-06-07,5.66,0.3
1944-06-08,7.75,0
1944-06-09,7.67,1
1944-06-10,5.76,18.7
1944-06-11,4.5,0
1944-06-12,7.42,0
1944-06-13,6.17,0
1944-06-14,5.46,0
1944-06-15,4.5,0
1944-06-16,4.16,6.6
1944-06-17,3.81,0.4
1944-06-18,3.18,2
1944-06-19,4.58,1.5
1944-06-20,5.64,0
1944-06-21,4.87,0
1944-06-22,4.02,0
1944-06-23,3.74,0
1944-06-24,5.02,0
1944-06-25,4.02,0
1944-06-26,3.32,1.7
1944-06-27,3.88,8.9
1944-06-28,4.16,0.8
1944-06-29,4.3,2.1
1944-06-30,4.3,0
1944-07-01,6.94,0
1944-07-02,5.48,0
1944-07-03,3.6,27.3
1944-07-04,4.02,4.1
1944-07-05,13.2,0
1944-07-06,14.6,0
1944-07-07,6.6,3.1
1944-07-08,4.58,6
1944-07-09,3.6,2.3
1944-07-10,4.3,12.1
1944-07-11,7.45,0.8
1944-07-12,11,0
1944-07-13,13.7,0
1944-07-14,8.9,1.3
1944-07-15,5.96,0
1944-07-16,4.44,0
1944-07-17,3.74,0
1944-07-18,4.02,0
1944-07-19,4.16,0
1944-07-20,3.88,7.2
1944-07-21,4.02,20.6
1944-07-22,4.16,6
1944-07-23,14.4,0.1
1944-07-24,13.5,0
1944-07-25,7.62,0
1944-07-26,5.33,2.6
1944-07-27,4.72,0.3
1944-07-28,5.02,0
1944-07-29,6.12,1.1
1944-07-30,4.44,0
1944-07-31,3.6,0
1944-08-01,4.02,0
1944-08-02,3.6,0
1944-08-03,3.6,0
1944-08-04,3.6,11.5
1944-08-05,4.16,0
1944-08-06,4.02,0.2
1944-08-07,3.32,0
1944-08-08,9.92,0
1944-08-09,5.96,0.3
1944-08-10,4.87,0
1944-08-11,4.87,0
1944-08-12,4.87,0
1944-08-13,4.02,0
1944-08-14,3.46,0
1944-08-15,4.02,1.6
1944-08-16,4.72,11.3
1944-08-17,4.58,0.4
1944-08-18,4.58,0
1944-08-19,4.44,0
1944-08-20,3.74,0
1944-08-21,2.78,0
1944-08-22,4.02,0
1944-08-23,4.44,0
1944-08-24,4.3,1
1944-08-25,4.16,2.3
1944-08-26,3.88,1.9
1944-08-27,3.18,0.2
1944-08-28,2.78,0.9
1944-08-29,4.3,22.3
1944-08-30,4.3,3
1944-08-31,4.02,36.7
1945-06-01,3.32,1.1
1945-06-02,6.34,0
1945-06-03,4.62,0
1945-06-04,4.46,0
1945-06-05,4.62,2.5
1945-06-06,4.78,0
1945-06-07,4.46,0
1945-06-08,4,0
1945-06-09,4.3,0.8
1945-06-10,3.7,0
1945-06-11,3.85,0
1945-06-12,4,6.9
1945-06-13,3.85,0.1
1945-06-14,4.15,0
1945-06-15,4,0
1945-06-16,3.85,5.1
1945-06-17,3.85,0
1945-06-18,3.7,0
1945-06-19,3.85,0
1945-06-20,3.85,0
1945-06-21,4,30
1945-06-22,4.15,0
1945-06-23,9.05,0
1945-06-24,6.52,0
1945-06-25,3.7,0
1945-06-26,4.3,13.9
1945-06-27,3.85,0
1945-06-28,6.52,4.1
1945-06-29,6.7,0
1945-06-30,4.78,0
1945-07-01,3.85,0
1945-07-02,3.28,6
1945-07-03,6.34,0.3
1945-07-04,18.4,0
1945-07-05,9.6,0
1945-07-06,6.16,0
1945-07-07,5.28,0
1945-07-08,4,0
1945-07-09,3.01,1.8
1945-07-10,4.15,2.8
1945-07-11,4.46,0
1945-07-12,4.15,0
1945-07-13,4.15,0
1945-07-14,4.15,0
1945-07-15,4,5.9
1945-07-16,4,0
1945-07-17,4.94,0
1945-07-18,3.85,0
1945-07-19,4.15,0
1945-07-20,4.15,0
1945-07-21,4,0
1945-07-22,4.15,0
1945-07-23,3.85,0
1945-07-24,4.3,0
1945-07-25,4.15,0
1945-07-26,4.15,7
1945-07-27,4.62,1.1
1945-07-28,4.3,5.6
1945-07-29,3.42,0
1945-07-30,3.14,0
1945-07-31,3.42,0
1945-08-01,3.85,0
1945-08-02,3.85,0
1945-08-03,3.85,0
1945-08-04,4,0
1945-08-05,3.56,0
1945-08-06,3.28,0
1945-08-07,4.15,34.5
1945-08-08,4.15,8.8
1945-08-09,4,6.3
1945-08-10,4.15,8.9
1945-08-11,4.15,0
1945-08-12,5.98,0
1945-08-13,4.46,1.1
1945-08-14,4.15,0
1945-08-15,4.78,0.8
1945-08-16,4.46,0
1945-08-17,4.46,0
1945-08-18,4.15,22.6
1945-08-19,3.7,14.5
1945-08-20,5.45,0.3
1945-08-21,6.89,1.8
1945-08-22,7.83,14.3
1945-08-23,5.45,5.9
1945-08-24,13.8,0
1945-08-25,17.4,0
1945-08-26,8.22,0
1945-08-27,5.11,0
1945-08-28,4.46,0
1945-08-29,4.15,3.1
1945-08-30,4,14.4
1945-08-31,4,0
1946-06-01,23.8,33.9
1946-06-02,11.3,2.4
1946-06-03,40.4,1.4
1946-06-04,20,0
1946-06-05,10,0
1946-06-06,7.26,0
1946-06-07,6.16,0.5
1946-06-08,5.45,0
1946-06-09,7.45,7.2
1946-06-10,4.78,6.2
1946-06-11,5.28,1
1946-06-12,13.5,31.4
1946-06-13,9.8,32.4
1946-06-14,38,0
1946-06-15,56.9,3.6
1946-06-16,26.2,22.8
1946-06-17,12.4,1.2
1946-06-18,12.4,0.3
1946-06-19,11.1,0
1946-06-20,7.8,0
1946-06-21,6.86,25.5
1946-06-22,5.6,15.8
1946-06-23,28.6,0.9
1946-06-24,31.1,0.6
1946-06-25,20.8,0.7
1946-06-26,12.9,6.3
1946-06-27,9.4,0
1946-06-28,8.4,0
1946-06-29,8.2,0.2
1946-06-30,6.32,0.6
1946-07-01,5.6,0
1946-07-02,5.6,0
1946-07-03,5.43,0
1946-07-04,4.76,0
1946-07-05,4.59,2.4
1946-07-06,4.09,2
1946-07-07,3.62,2.6
1946-07-08,3.16,1
1946-07-09,3.62,0
1946-07-10,3.92,0
1946-07-11,3.62,0
1946-07-12,3.77,0
1946-07-13,3.77,1.4
1946-07-14,4.09,0
1946-07-15,3.92,0.3
1946-07-16,4.26,0
1946-07-17,4.26,5
1946-07-18,4.26,10.6
1946-07-19,4.42,0
1946-07-20,5.43,2.9
1946-07-21,4.09,4.9
1946-07-22,3.92,0
1946-07-23,4.59,0
1946-07-24,4.26,0
1946-07-25,3.92,0
1946-07-26,3.92,0
1946-07-27,4.09,0
1946-07-28,4.09,8
1946-07-29,3.92,0
1946-07-30,4.09,0
1946-07-31,4.26,0
1946-08-01,4.09,0
1946-08-02,3.92,0
1946-08-03,3.92,0
1946-08-04,3.77,0
1946-08-05,3.62,6.3
1946-08-06,3.77,0
1946-08-07,3.77,0
1946-08-08,3.77,0
1946-08-09,3.62,0
1946-08-10,3.46,4
1946-08-11,3.31,0.2
1946-08-12,3.62,2.3
1946-08-13,3.77,4
1946-08-14,3.62,0
1946-08-15,3.77,0
1946-08-16,4.09,11.4
1946-08-17,3.77,26.6
1946-08-18,3.77,6.7
1946-08-19,13.7,2.3
1946-08-20,19.2,3.1
1946-08-21,11.5,11.1
1946-08-22,10.2,0
1946-08-23,8.6,0
1946-08-24,7.8,0
1946-08-25,4.09,10
1946-08-26,3.92,1.2
1946-08-27,8.4,0
1946-08-28,8.2,21.3
1946-08-29,4.93,20.3
1946-08-30,19,9.8
1946-08-31,36.8,0.4
1947-06-01,20.5,0
1947-06-02,10.1,0
1947-06-03,7.12,0
1947-06-04,5.85,16.5
1947-06-05,5.12,0
1947-06-06,4.8,10.9
1947-06-07,5.48,1.8
1947-06-08,8.68,0.6
1947-06-09,9.27,0
1947-06-10,6.93,0
1947-06-11,5.48,0
1947-06-12,4.96,9.4
1947-06-13,4.63,6
1947-06-14,5.48,10
1947-06-15,7.51,3.7
1947-06-16,13.8,0
1947-06-17,13.1,0
1947-06-18,7.12,0
1947-06-19,5.85,5.4
1947-06-20,5.48,0
1947-06-21,27.7,0
1947-06-22,10.9,1.1
1947-06-23,6.03,0
1947-06-24,5.12,0
1947-06-25,5.12,0
1947-06-26,4.8,0
1947-06-27,4.47,0
1947-06-28,4.63,0
1947-06-29,4.47,0
1947-06-30,3.87,4.5
1947-07-01,4.47,3.1
1947-07-02,4.8,0
1947-07-03,4.63,0
1947-07-04,4.63,1.1
1947-07-05,4.63,0
1947-07-06,4.8,0
1947-07-07,3.32,9.3
1947-07-08,4.01,10.8
1947-07-09,4.15,4.3
1947-07-10,4.15,0.1
1947-07-11,4.47,1
1947-07-12,4.63,0
1947-07-13,5.48,0
1947-07-14,6.03,0
1947-07-15,4.31,0
1947-07-16,4.15,3.8
1947-07-17,4.96,29.6
1947-07-18,9.88,1.6
1947-07-19,19,1.8
1947-07-20,9.08,0.2
1947-07-21,7.7,0
1947-07-22,5.85,0
1947-07-23,4.96,0
1947-07-24,4.47,0
1947-07-25,4.15,0
1947-07-26,4.15,0
1947-07-27,3.74,0
1947-07-28,3.32,0
1947-07-29,3.74,0
1947-07-30,4.01,0
1947-07-31,4.01,0
1947-08-01,4.01,0
1947-08-02,3.87,0
1947-08-03,3.87,0
1947-08-04,3.6,1.9
1947-08-05,4.01,4.6
1947-08-06,4.47,0
1947-08-07,5.3,0
1947-08-08,3.87,0
1947-08-09,3.74,11
1947-08-10,3.6,0.2
1947-08-11,3.46,0
1947-08-12,6.55,0
1947-08-13,4.8,0
1947-08-14,4.31,0
1947-08-15,4.01,0.3
1947-08-16,4.01,0
1947-08-17,3.87,0
1947-08-18,3.32,0
1947-08-19,3.87,1.4
1947-08-20,3.87,0
1947-08-21,4.15,2.7
1947-08-22,3.74,12.2
1947-08-23,3.74,0
1947-08-24,5.12,0
1947-08-25,4.01,0
1947-08-26,4.47,0
1947-08-27,4.47,0
1947-08-28,4.15,0
1947-08-29,4.01,0
1947-08-30,4.01,0
1947-08-31,3.87,0
1948-06-01,3.21,3.5
1948-06-02,8.63,0
1948-06-03,9.03,2.6
1948-06-04,9.84,6.9
1948-06-05,16,0
1948-06-06,20.8,0
1948-06-07,9.62,0
1948-06-08,7.46,0
1948-06-09,6.72,0
1948-06-10,6.9,0
1948-06-11,8.04,0
1948-06-12,6.34,0
1948-06-13,4.82,0
1948-06-14,4.17,0
1948-06-15,5.47,4.3
1948-06-16,5.3,1.5
1948-06-17,7.46,0.6
1948-06-18,9.62,5.4
1948-06-19,8.63,12.4
1948-06-20,6.16,1.7
1948-06-21,15.1,0
1948-06-22,28,2.7
1948-06-23,13.8,4.6
1948-06-24,12.5,0
1948-06-25,21.1,1.5
1948-06-26,12.5,0
1948-06-27,8.43,13.8
1948-06-28,6.16,3.2
1948-06-29,6.53,5.5
1948-06-30,8.04,5.2
1948-07-01,30.3,6.1
1948-07-02,30.1,0
1948-07-03,36.8,0
1948-07-04,20,7.9
1948-07-05,11.5,10.7
1948-07-06,10.7,11.6
1948-07-07,38.5,0
1948-07-08,41,0.5
1948-07-09,22.2,3.2
1948-07-10,21,2.8
1948-07-11,15,0
1948-07-12,10.9,4.1
1948-07-13,9.67,5
1948-07-14,11.3,30.1
1948-07-15,21.3,10.4
1948-07-16,37.8,4.5
1948-07-17,29.9,7.3
1948-07-18,24.3,6.2
1948-07-19,18.8,0
1948-07-20,24.8,1.3
1948-07-21,18,0
1948-07-22,17.3,0
1948-07-23,12,2.1
1948-07-24,9.88,15.3
1948-07-25,8.87,0
1948-07-26,9.67,0
1948-07-27,7.91,0
1948-07-28,7.71,18.2
1948-07-29,7.71,0.4
1948-07-30,8.87,3.6
1948-07-31,16.4,0
1948-08-01,14.1,0
1948-08-02,10.1,27.7
1948-08-03,12.9,8.3
1948-08-04,9.88,5.5
1948-08-05,8.87,0
1948-08-06,8.87,2.7
1948-08-07,7.52,1.2
1948-08-08,6.8,16.2
1948-08-09,6.97,2.1
1948-08-10,12.9,4.7
1948-08-11,8.48,35.4
1948-08-12,11.8,8.4
1948-08-13,23.2,15.7
1948-08-14,47,1.1
1948-08-15,52.4,0
1948-08-16,35,0
1948-08-17,18.6,0.6
1948-08-18,13.1,8.1
1948-08-19,10.9,7.7
1948-08-20,25.1,0
1948-08-21,32.8,1.3
1948-08-22,16.4,5.5
1948-08-23,10.7,0
1948-08-24,11.8,1.4
1948-08-25,13.6,0
1948-08-26,11.1,0
1948-08-27,9.88,0
1948-08-28,7.91,0.2
1948-08-29,7.15,0
1948-08-30,6.26,0
1948-08-31,7.15,0
1949-06-01,6.8,1.7
1949-06-02,24.5,6.4
1949-06-03,12.9,4.6
1949-06-04,15.2,2.5
1949-06-05,12.4,0.3
1949-06-06,11.3,0
1949-06-07,9.04,2.5
1949-06-08,8.64,1.4
1949-06-09,7.66,13
1949-06-10,6.92,1.3
1949-06-11,7.28,0
1949-06-12,6.55,0
1949-06-13,5.49,0
1949-06-14,6.55,0
1949-06-15,6.19,0.8
1949-06-16,5.83,0
1949-06-17,5.83,0
1949-06-18,5.17,0
1949-06-19,5.17,0
1949-06-20,3.93,0
1949-06-21,4.54,0
1949-06-22,4.54,0
1949-06-23,4.54,0
1949-06-24,4.22,0
1949-06-25,4.22,0
1949-06-26,3.31,0
1949-06-27,2.63,0
1949-06-28,3.31,0
1949-06-29,3.31,0
1949-06-30,3.06,0
1949-07-01,3.31,0
1949-07-02,3.31,0
1949-07-03,3.81,0
1949-07-04,3.18,0
1949-07-05,4.22,0
1949-07-06,4.06,0
1949-07-07,3.93,0
1949-07-08,4.06,0
1949-07-09,4.22,0
1949-07-10,3.68,0
1949-07-11,3.31,0
1949-07-12,3.93,0
1949-07-13,3.81,0
1949-07-14,3.81,0
1949-07-15,3.81,2.3
1949-07-16,3.93,18.2
1949-07-17,4.22,0.6
1949-07-18,3.81,8.9
1949-07-19,4.06,0.2
1949-07-20,4.54,0
1949-07-21,4.7,0
1949-07-22,4.7,0
1949-07-23,4.7,0
1949-07-24,3.56,5.6
1949-07-25,3.56,0
1949-07-26,4.06,0
1949-07-27,3.81,0
1949-07-28,3.81,0
1949-07-29,3.81,0
1949-07-30,3.81,0
1949-07-31,3.31,0
1949-08-01,3.43,0
1949-08-02,3.81,4.8
1949-08-03,3.81,0
1949-08-04,3.81,0
1949-08-05,3.81,0
1949-08-06,3.68,0
1949-08-07,3.31,0
1949-08-08,3.18,0
1949-08-09,3.56,0
1949-08-10,3.56,0
1949-08-11,3.56,1.5
1949-08-12,3.56,0.2
1949-08-13,3.56,0
1949-08-14,3.31,0
1949-08-15,3.06,0
1949-08-16,3.31,0
1949-08-17,3.43,0
1949-08-18,3.68,0
1949-08-19,3.56,0
1949-08-20,3.31,0
1949-08-21,3.06,0
1949-08-22,2.63,0
1949-08-23,3.06,0.3
1949-08-24,3.43,10.2
1949-08-25,4.22,1.3
1949-08-26,3.31,6.7
1949-08-27,3.06,0.2
1949-08-28,2.63,5.6
1949-08-29,2.53,10.1
1949-08-30,3.31,0
1949-08-31,12.9,0
1950-06-01,4.54,0.5
1950-06-02,10.7,0
1950-06-03,12.4,0
1950-06-04,18.1,0
1950-06-05,10.3,0
1950-06-06,9,0
1950-06-07,8.63,0
1950-06-08,7.72,0
1950-06-09,7.35,0
1950-06-10,9.56,0
1950-06-11,6.62,0
1950-06-12,5.92,13
1950-06-13,6.62,0
1950-06-14,10.5,3.7
1950-06-15,8.45,5.9
1950-06-16,7.53,7.4
1950-06-17,7.53,10
1950-06-18,10.3,0.7
1950-06-19,14,0
1950-06-20,13.3,0
1950-06-21,8.45,12.9
1950-06-22,7.35,0
1950-06-23,10.7,0
1950-06-24,9.19,0
1950-06-25,6.98,0.5
1950-06-26,5.57,0
1950-06-27,6.09,0
1950-06-28,5.57,0
1950-06-29,5.57,0
1950-06-30,6.09,0
1950-07-01,5.74,12.2
1950-07-02,5.4,0
1950-07-03,9.37,0
1950-07-04,7.72,0
1950-07-05,6.62,2.8
1950-07-06,5.57,0
1950-07-07,4.73,0
1950-07-08,4.89,0
1950-07-09,3.93,1.8
1950-07-10,3.77,1.2
1950-07-11,4.89,0.4
1950-07-12,5.23,0.1
1950-07-13,4.73,0
1950-07-14,5.23,16.4
1950-07-15,5.4,0
1950-07-16,4.25,0
1950-07-17,4.57,0
1950-07-18,4.89,0
1950-07-19,5.23,0
1950-07-20,5.06,0
1950-07-21,4.89,0.9
1950-07-22,5.74,0.1
1950-07-23,4.89,5.7
1950-07-24,4.25,0
1950-07-25,5.23,0
1950-07-26,5.74,1.4
1950-07-27,5.74,1.2
1950-07-28,5.74,5.5
1950-07-29,6.8,0
1950-07-30,5.74,0
1950-07-31,4.57,3.4
1950-08-01,5.92,49
1950-08-02,6.98,21.8
1950-08-03,11.1,2.2
1950-08-04,11.8,1.3
1950-08-05,9.19,0
1950-08-06,8.26,0
1950-08-07,5.74,17.7
1950-08-08,5.92,0
1950-08-09,7.53,0
1950-08-10,6.27,7.2
1950-08-11,7.35,0
1950-08-12,13,0
1950-08-13,5.92,0
1950-08-14,3.48,0
1950-08-15,5.4,0
1950-08-16,6.09,0.6
1950-08-17,6.62,15.4
1950-08-18,9.37,0
1950-08-19,8.45,0
1950-08-20,7.72,0
1950-08-21,5.23,0
1950-08-22,6.98,0
1950-08-23,7.16,0
1950-08-24,7.53,9.5
1950-08-25,8.08,10.8
1950-08-26,7.9,2.8
1950-08-27,12.6,6.4
1950-08-28,8.45,6.1
1950-08-29,12.8,0
1950-08-30,21.7,0
1950-08-31,12.6,24.9
1951-06-01,8.45,1.3
1951-06-02,28.8,13.6
1951-06-03,23.2,0
1951-06-04,31.2,0.1
1951-06-05,20.2,1.1
1951-06-06,12.6,1.6
1951-06-07,10.3,0.6
1951-06-08,9.37,25.4
1951-06-09,9.19,6.4
1951-06-10,17.4,0
1951-06-11,24.6,0
1951-06-12,13.8,2.7
1951-06-13,10.9,0
1951-06-14,10.7,0
1951-06-15,10.3,0
1951-06-16,9.56,1.1
1951-06-17,8.82,9.4
1951-06-18,8.45,10
1951-06-19,9.94,5.4
1951-06-20,23.6,0
1951-06-21,17.6,0.4
1951-06-22,11.4,14.5
1951-06-23,9.56,7.6
1951-06-24,15.8,1.4
1951-06-25,21.8,1.5
1951-06-26,24,2.3
1951-06-27,26.5,2.8
1951-06-28,26.8,4.9
1951-06-29,17.6,0
1951-06-30,25.7,0
1951-07-01,15.6,0
1951-07-02,9.94,0
1951-07-03,9.75,0
1951-07-04,9.75,0
1951-07-05,9,0
1951-07-06,9,0
1951-07-07,8.45,0
1951-07-08,7.35,2.4
1951-07-09,5.23,3.1
1951-07-10,5.57,0
1951-07-11,7.72,3.7
1951-07-12,8.82,3.4
1951-07-13,8.45,41.5
1951-07-14,9.19,13.5
1951-07-15,27.5,9.2
1951-07-16,36.7,5
1951-07-17,43.7,0
1951-07-18,37.3,0
1951-07-19,19.7,0
1951-07-20,14.2,0
1951-07-21,12.2,0
1951-07-22,9.94,0
1951-07-23,9.37,4.2
1951-07-24,9.37,0
1951-07-25,10.7,0
1951-07-26,12,0
1951-07-27,9.94,0
1951-07-28,9.56,0
1951-07-29,7.9,0
1951-07-30,8.45,0
1951-07-31,7.35,2.8
1951-08-01,5.74,0.2
1951-08-02,5.74,0
1951-08-03,12.8,13.7
1951-08-04,6.98,5.7
1951-08-05,6.09,0
1951-08-06,11.4,1.5
1951-08-07,8.45,18.6
1951-08-08,6.98,8.8
1951-08-09,20.8,0.3
1951-08-10,17.4,3.2
1951-08-11,15,0
1951-08-12,10.7,0.4
1951-08-13,8.45,15.7
1951-08-14,7.9,0
1951-08-15,7.53,0
1951-08-16,7.35,3.1
1951-08-17,6.8,0
1951-08-18,6.8,0
1951-08-19,5.92,0.2
1951-08-20,4.89,25.5
1951-08-21,6.44,1.8
1951-08-22,7.53,0
1951-08-23,9,0
1951-08-24,7.72,0
1951-08-25,6.98,0
1951-08-26,5.06,7.5
1951-08-27,4.57,1.3
1951-08-28,5.92,0
1951-08-29,5.92,0
1951-08-30,5.74,1.4
1951-08-31,5.57,9.1
1952-06-01,5.92,4.6
1952-06-02,4.33,5
1952-06-03,4.9,0
1952-06-04,4.9,0
1952-06-05,5.33,0
